"name";"intcode";"barcode";"price";"dept";"tag";"unit"
"Акустическая система стерео Sven ""120"" 2x2.5Вт, портативная, черный";"11979";"0000000000000";"410";"2";"1";"шт"
"Брандмауэр ""Kaspersky Internet Security"", 2 устройства на 1 год, рус. (1CD, box)";"11980";"0000000000000";"1650";"2";"1";"шт"
"Карта памяти 16ГБ SanDisk ""Ultra SDSQUNB-016G-GN3MN"" microSD HC UHS-I Class10";"11981";"0000000000000";"490";"2";"1";"шт"
"Карта памяти 8ГБ Silicon Power ""SP008GBSTH010V10"" Micro SecureDigital Card HC Class10";"11982";"0000000000000";"420";"2";"1";"шт"
"Картридж HP ""650"" CZ102AE (трехцветный) для Deskjet Ink Advantage 2515/3515";"11983";"0000000000000";"850";"2";"1";"шт"
"Процессор Intel ""Core i5-6500"" (3.20ГГц, 4x256КБ+6МБ, EM64T, GPU) Socket1151";"11984";"0000000000000";"15356";"2";"1";"шт"
"Мат. плата Socket1151 MSI ""H170M PRO-VDH"" (iH170, 4xDDR4, SATA III, RAID, PCI-E, D-Sub, DVI, HDMI, 1";"11985";"0000000000000";"5200";"2";"1";"шт"
"Жесткий диск 1000ГБ Western Digital ""Black WD1003FZEX"" 7200об./мин., 64МБ (SATA III)";"11986";"0000000000000";"6200";"2";"1";"шт"
"Корпус Miditower Aerocool ""V3X Advance Black Edition"", ATX, черный (без БП)";"11987";"0000000000000";"2700";"2";"1";"шт"
"Блок питания 600Вт Zalman ""ZM600-LEII"" ATX12V V2.3 (20/24+4/8+6/8pin, вентилятор d120мм) + кабель пи";"11988";"0000000000000";"3700";"2";"1";"шт"
"Переключатель KVM на 2 комп. D-Link  ""KVM-121"" электронный (монитор,клав.,мышь)";"11989";"0000000000000";"1990";"2";"1";"шт"
"Коммутатор D-Link ""DGS-1016A/B1B"" 16 портов 1Гбит/сек.";"11990";"0000000000000";"3100";"2";"1";"шт"
"Коммутатор TP-Link ""TL-SG1005D"" 5 портов 1Гбит/сек.";"11991";"0000000000000";"1400";"1";"1";"шт"
"Коммутатор Mercusys MS108 10/100Mbps"" 8 портов ";"11992";"0000000000000";"690";"2";"1";"шт"
"Модуль памяти 8ГБ DDR4 SDRAM Crucial ""CT8G4DFS8213"" (PC17000, 2133МГц, CL15)";"11993";"0000000000000";"6000";"2";"1";"шт"
"Мат. плата AsRock A760GMH SocketAM3, AMD 760G, 4DDR2 DIMM, 1xPCI-E x16, 1xPCI-E x1, 2xPCI";"11994";"0000000000000";"2800";"2";"1";"шт"
"Картридж CE278A";"11995";"0000000000000";"790";"2";"1";"шт"
"Системный блок МК-0417-И32 Win7*64 PRO/KIS/intel 3.2/4G/500G";"11996";"0000000000000";"25792.74";"2";"1";"шт"
"Картридж Canon 3010 GT-TH85/78/36A";"11997";"0000000000000";"790";"2";"1";"шт"
"Камера Dexp H-608";"11998";"0000000000000";"650";"2";"1";"шт"
"Телефон Philips D-130";"11999";"0000000000000";"2050";"2";"1";"шт"
"Антивирус  Dr-Web Secure Space 1пк 12мес";"12000";"0000000000000";"537";"2";"1";"шт"
"Замена блока питания";"12001";"0000000000000";"600";"1";"1";"шт"
"Картридж NVP совместимый HP СВ435А/СВ436А/СЕ285А/Canon725для Laser jet";"12002";"0000000000000";"790";"2";"1";"шт"
"Картридж NVP совместимый Brother TN-1075 (1000k)";"12003";"0000000000000";"790";"2";"1";"шт"
"Барабан NVP совместимый Brother DR-1075";"12004";"0000000000000";"890";"2";"1";"шт"
"Продление домена konnij.ru 12мес.";"12005";"0000000000000";"990";"1";"1";"шт"
"Заправка картриджа Brother TN-1075";"12006";"0000000000000";"350";"1";"1";"шт"
"Заправка картриджа Brother DR-2275";"12007";"0000000000000";"450";"1";"1";"шт"
"Установка жесткого диска 500 Gb";"12008";"0000000000000";"3400";"1";"1";"шт"
"Кабель-переходник HDMI->D-Sub(F)+аудио ORIENT ""C100"" (0.2м)";"12009";"0000000000000";"727";"2";"1";"шт"
"Струйный принтер Epson ""L120"" A4, 720x720dpi, черный (USB)";"12010";"0000000000000";"8000";"2";"1";"шт"
"Коммутатор TP-Link ""TL-SF1005D ver.12.0"" 5 портов 100Мбит/сек.";"12011";"0000000000000";"490";"2";"1";"шт"
"Беспроводной маршрутизатор TP-Link ""TL-WR841N"" WiFi 300Мбит/сек. + 4 порта LAN 100Мбит/сек. + 1 порт";"12012";"0000000000000";"1560";"2";"1";"шт"
"Коммутатор D-Link ""DES-1008C/A1B"" 8 портов 100Мбит/сек.";"12013";"0000000000000";"530";"2";"1";"шт"
"Процессор Intel ""Pentium G3260"" (3.30ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1150 (Box)";"12014";"0000000000000";"4780";"2";"1";"шт"
"Ноутбук Dell Inspiron 3552 (0507), Black";"12015";"0000000000000";"19900";"2";"1";"шт"
"Проводная клавиатура Canyon CNE-CKEY01";"12016";"0000000000000";"390";"2";"1";"шт"
"Клавиатура CBR KB 106";"12017";"0000000000000";"350";"2";"1";"шт"
"Клавиатура проводная Defender Element HB-520 PS/2 RU Black";"12018";"0000000000000";"380";"2";"1";"шт"
"Клавиатура проводная Defender Element HB-520 PS/2 RU Grey";"12019";"0000000000000";"380";"2";"1";"шт"
"Мышь проводная Oxion OMS001 Black";"12020";"0000000000000";"250";"2";"1";"шт"
"Мышь проводная Ritmix ROM-111 Black";"12021";"0000000000000";"250";"2";"1";"шт"
"Коврик для мыши  Buro BU-M10025";"12022";"0000000000000";"90";"2";"1";"шт"
"Коврик для мыши  Buro BU-M10034";"12023";"0000000000000";"90";"2";"1";"шт"
"Коврик для мыши  Buro BU-M20045";"12024";"0000000000000";"90";"2";"1";"шт"
"Коврик для мыши  Buro BU-M40083";"12025";"0000000000000";"90";"2";"1";"шт"
"Флэш-драйв Kingston Data Traveler100 G3 16Gb USB3.0";"12026";"0000000000000";"490";"2";"1";"шт"
"Флэш-драйв Kingston Data Traveler101 G2 8Gb USB2.0";"12027";"0000000000000";"380";"2";"1";"шт"
"Флэш-драйв Sandisk Cruzer Edge 16Gb";"12028";"0000000000000";"490";"2";"1";"шт"
"Флэш-драйв Sandisk Cruzer Edge EURO 2016 Football 16Gb White";"12029";"0000000000000";"490";"2";"1";"шт"
"USB накопитель SmartBuy Cobra 8Gb Dark Blue";"12030";"0000000000000";"380";"2";"1";"шт"
"Акустическая система SmartBuy Fest SBA-2500";"12031";"0000000000000";"450";"2";"1";"шт"
"Акустическая система Defender SPK-170 2.0";"12032";"0000000000000";"450";"2";"1";"шт"
"Веб-камера Canyon CNE-HWC1";"12033";"0000000000000";"550";"2";"1";"шт"
"Разветвитель USB Trust Vecco 4 Port USB 2.0 USB Mini Hub Black";"12034";"0000000000000";"450";"2";"1";"шт"
"Конверты для CD/DVD Hama H-62671 , бумажные белыe";"12035";"0000000000000";"4";"2";"1";"шт"
"Концентратор Ritmix CR-2322M Black";"12036";"0000000000000";"440";"2";"1";"шт"
"Обслуживание компьютерной техники и программного обеспечения за июль";"12037";"0000000000000";"5000";"1";"1";"м"
"Apacer microSDHC 8Gb,Class4+ адаптер";"12038";"0000000000000";"390";"2";"1";"шт"
"Мышь Oklick465MW Black";"12039";"0000000000000";"530";"2";"1";"шт"
"Мышь Oklick 485MW Black Blue";"12040";"0000000000000";"500";"2";"1";"шт"
"USB-накопитель SanDisk Cruzer Fit 16Gb";"12041";"0000000000000";"490";"2";"1";"шт"
"Карта памяти SanDisk microSDHC 16Gb";"12042";"0000000000000";"490";"2";"1";"шт"
"Беспроводной маршрутизатор TP-Link TD-W8901N";"12043";"0000000000000";"1850";"2";"1";"шт"
"Сетевой фильтр на 5 розеток ""Гарнизон EHLB-5"", черный (1.4м)";"12044";"0000000000000";"210";"2";"1";"шт"
"Модуль памяти 4ГБ DDR3 SDRAM Apacer ""AU04GFA60CATBGC"" (PC12800, 1600МГц, CL11)";"12045";"0000000000000";"2100";"2";"1";"шт"
"Блок питания Powerman 250Вт";"12046";"0000000000000";"990";"2";"1";"шт"
"Комплект картриджей HP 122+122(черный, трехцветный)";"12047";"0000000000000";"1690";"2";"1";"шт"
"ЖК-монитор 21.5"" Philips ""223V5LSB2/10"" 1920x1080, 5мс, черный (D-Sub)";"12048";"0000000000000";"6594";"2";"1";"шт"
"Ноутбук Acer Extensa Ex2520- 51D5 (NX.EFBER) черный";"12049";"0000000000000";"38140";"2";"1";"шт"
"МФУ HP ""LaserJet Pro MFP M132a"" A4, лазерный, принтер + сканер + копир, ЖК, белый (USB2.0)";"12050";"0000000000000";"11400";"2";"1";"шт"
"Системный блок МК-1217И(3,3/H110M/4G/1000G/450W/DVD-RW/Win7Pro/Office 2016HB)";"12051";"0000000000000";"48090";"2";"1";"шт"
"ЖК-монитор 21.5"" BenQ ""GL2250"" 1920x1080, 5мс, черный (D-Sub, DVI)";"12052";"0000000000000";"5800.1";"2";"1";"шт"
"КлавиатураCROWN CMK-158T., черный (USB)";"12053";"0000000000000";"650";"2";"1";"шт"
"Оптическая мышь Gembird ""MUSOPTI8-806U""";"12054";"0000000000000";"250.35";"2";"1";"шт"
"Клавиатура Defender ""HB-520 Element"" 45520, 104+3кн., черный (PS/2)";"12055";"0000000000000";"273";"2";"1";"шт"
"Процессор Intel ""Pentium G4400"" (3.30ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1151 (Box)";"12056";"0000000000000";"4150";"2";"1";"шт"
"Кабель UTP 5e кат. IRBIS ""IRB10031"", 4 пары, однож, 24AWG/0.51мм, медь (305м),  черный";"12057";"0000000000000";"20";"2";"1";"м2"
"МФУ Epson ""L222"" A4, струйный, принтер + сканер + копир, черный (USB)";"12058";"0000000000000";"13900";"2";"1";"шт"
"Карта памяти 32ГБ Samsung ""EVO Plus MB-MC32GA"" microSD HC UHS-I Class10 + адаптер";"12059";"0000000000000";"890";"2";"1";"шт"
"Кулер для процессора Socket115x Cooler Master ""DP6-9GDSB-R2-GP""";"12060";"0000000000000";"310";"2";"1";"шт"
"Видеокарта PCI-E 2048МБ Palit ""GeForce GT 730"" (GeForce GT 730, DDR3, D-Sub, DVI, HDMI)";"12061";"0000000000000";"3900";"2";"1";"шт"
"Чистящее средство сжатый воздух Konoos ""KAD-405-N"" (405мл)";"12062";"0000000000000";"250";"2";"1";"шт"
"Блок питания для ноутбука FSP ""NB V65"" PNA0651901 универсальный, 65Вт";"12063";"0000000000000";"1300";"2";"1";"шт"
"Процессор Intel ""Celeron G3900"" (2.80ГГц, 2x256КБ+2МБ, EM64T, GPU) Socket1151";"12064";"0000000000000";"2945";"2";"1";"шт"
"Модуль памяти 4ГБ DDR4 SDRAM Patriot ""PSD44G213381"" (PC17000, 2133МГц, CL15)";"12065";"0000000000000";"2765";"2";"1";"шт"
"Внешний жесткий диск 1000ГБ 2.5"" Toshiba ""Canvio Ready"" HDTP210EK3AA, черный (USB3.0)";"12066";"0000000000000";"3952";"2";"1";"шт"
"Кабель USB1.1 соединительный USB A-B Flextron ""CU2-AMBM-CCS-Ni-3.0-01-P1"" (3.0м)";"12067";"0000000000000";"150";"2";"1";"шт"
"Диск DVD+RW 4.7ГБ 4x Verbatim ""DataLifePlus"" пласт.коробка, на шпинделе (10шт./уп.)";"12068";"0000000000000";"50";"2";"1";"шт"
"Чистящее средство чистящий комплект (спрей + микрофибра) Konoos ""KT-150"" для экранов (150мл)";"12069";"0000000000000";"130";"2";"1";"шт"
"Замена матрицы (15.6  1366*768/LED/ultraslim)  ноутбука";"12070";"0000000000000";"6900";"1";"1";"шт"
"Привод DVD±RW 24x8x16xDVD/48x24x48xCD LG ""GH24NSD1"", черный (SATA)";"12071";"0000000000000";"950";"2";"1";"шт"
"Корпус Minitower Winard ""Benco 5813"", mATX, черный";"12072";"0000000000000";"700";"2";"1";"шт"
"Замена оперативной памяти DDR2-2Gb";"12073";"0000000000000";"1700";"1";"1";"шт"
"Комплект картриджей Epson  Dual Pack LX-300+";"12074";"0000000000000";"550";"2";"1";"шт"
"Блок питания для проектора BenQ MS500 DLR2700";"12075";"0000000000000";"3600";"2";"1";"шт"
"Разветвитель USB2.0 ORIENT ""004""";"12076";"0000000000000";"290";"2";"1";"шт"
"Ноутбук Acer «Aspire E5-573-372Y";"12077";"0000000000000";"27480";"2";"1";"шт"
"Внешний жесткий диск 500ГБ 2.5"" Toshiba ""Canvio Basics"" HDTB305EK3AA, черный (USB3.0)";"12078";"0000000000000";"3150";"2";"1";"шт"
"Акустическая система Flextron ""F-CPAS-328B1-BK"", 3Вт, с MP3 плеером, с FM-радио, портативная, черный";"12079";"0000000000000";"550";"2";"1";"шт"
"Акустическая система Flextron ""F-CPAS-328B1-PR"", 3Вт, с MP3 плеером, с FM-радио, портативная, фиолет";"12080";"0000000000000";"550";"2";"1";"шт"
"Акустическая система стерео Genius ""SP-HF160"", 2x2Вт, дерево";"12081";"0000000000000";"590";"2";"1";"шт"
"Картридж Epson ""T6642"" C13T66424A (голубой) для L100/L200";"12082";"0000000000000";"450";"2";"1";"шт"
"Картридж Epson ""T6643"" C13T66434A (пурпурный) для L100/L200";"12083";"0000000000000";"450";"2";"1";"шт"
"Картридж Epson ""T6644"" C13T66444A (жетлый) для L100/L200";"12084";"0000000000000";"450";"2";"1";"шт"
"Ноутбук Acer ""Aspire E5-573-372Y"" NX.MVHER.077 (Core i3 5005U-2.00ГГц, 4ГБ, 500ГБ, HDG, DVD±RW, LAN,";"12085";"0000000000000";"26000";"2";"1";"шт"
"Картридж NVP совместимый HP Q2670A Black";"12086";"0000000000000";"2160";"2";"1";"шт"
"Обслуживание программного обеспечения ";"12087";"0000000000000";"600";"1";"1";"час"
"Заправка и ремонт картриджей";"12088";"0000000000000";"400";"1";"1";"шт"
"Отправка письма по ТКС";"12089";"0000000000000";"150";"1";"1";"шт"
"Системный блок МК0917(3,7 Corei3, 2x4Gb, Kingston, 1Tb Toshiba 500W, H110M)";"12090";"0000000000000";"23721.17";"2";"1";"шт"
"ЖК-монитор 21.5"" AOC ""E2275SWJ"" 1920x1080";"12091";"0000000000000";"7830";"2";"1";"шт"
"Лазерный принтер HP ""LaserJet Pro M203dn"" A4, 1200x1200dpi, (USB2.0, LAN,бел.)";"12092";"0000000000000";"13300.18";"2";"1";"шт"
"МФУ лазерное HP LaserJet Pro M227 ";"12093";"0000000000000";"20780";"2";"1";"шт"
"Кабель телефонный четырехпроводный многожильный, серый (100м)";"12094";"0000000000000";"4.2";"2";"1";"м"
"Коммутатор  MikroTik RB 260qs";"12095";"0000000000000";"3027";"2";"1";"шт"
"Коммутатор Cloud Router Switch MikroTik CRS 326-249";"12096";"0000000000000";"12730";"2";"1";"шт"
"SFP- модуль SNR-SFP-W35-3";"12097";"0000000000000";"593";"2";"1";"шт"
"оптический патчкорд ";"12098";"0000000000000";"159.13";"2";"1";"шт"
"Накопитель USB flash 8ГБ Silicon Power ""LuxMini 322"" SP008GBUF2322V1K, черный (USB2.0)";"12099";"0000000000000";"450";"2";"1";"шт"
"Картридж HP ""650"" CZ101AE (черный) для Deskjet Ink Advantage 2515/3515";"12100";"0000000000000";"800";"2";"1";"шт"
"Модуль памяти 2x4ГБ DDR4 CORSAIR Vengeance LPX CMK8GX4M2B3000C15";"12101";"0000000000000";"7500";"2";"1";"шт"
"Процессор Intel ""Core i3-6100"" (3.70ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1151";"12102";"0000000000000";"7800";"2";"1";"шт"
"ЖК-монитор 21.5"" AOC ""E2275SWJ"" 1920x1080, 1мс, черный (D-Sub, DVI, HDMI, MM)";"12103";"0000000000000";"6990";"2";"1";"шт"
"Лазерный принтер HP ""LaserJet Pro M203dn"" A4, 600x600dpi, белый (USB2.0, LAN)";"12104";"0000000000000";"13200";"2";"1";"шт"
"Кулер для процессора Socket775/115x/AM2/AM3/FM1/FM2 ID-Cooling ""SE 903"", подсветка";"12105";"0000000000000";"830";"2";"1";"шт"
"Корпус Minitower Powerman ""ES-726BK"", mATX, черный (450Вт)";"12106";"0000000000000";"2500";"2";"1";"шт"
"Батарейка Robiton 3.0В CR2032 (1шт./у)";"12107";"0000000000000";"60";"2";"1";"шт"
"МФУ HP ""LaserJet Pro MFP M227sdn"" A4, лазерный, принтер + сканер + копир, ЖК, белый (USB2.0, LAN)";"12108";"0000000000000";"19600";"2";"1";"шт"
"Системный блок МК-0917И ";"12109";"0000000000000";"14607";"2";"1";"шт"
"Картридж NV-CF 218A NC";"12110";"0000000000000";"1790";"2";"1";"шт"
"Мат. плата Socket1151 MSI ""H110M PRO-D"" (iH110, 2xDDR4, SATA III, PCI-E, DVI, 1Гбит LAN, USB3.1, mAT";"12111";"0000000000000";"3250";"2";"1";"шт"
"Видеокарта Palit ""GeForce GTX 1050 StormX 2ГБ"" (GeForce GTX 1050, DDR5, DVI, HDMI, DP) (PCI-E)";"12112";"0000000000000";"8290";"2";"1";"шт"
"Переходник DVI-I Dual Link->D-Sub ORIENT ""C393N""";"12113";"0000000000000";"150";"2";"1";"шт"
"Картридж Canon ""PG-445XL"" (черный) для PIXMA MG2440/2540 (15мл)";"12114";"0000000000000";"1460";"2";"1";"шт"
"Гарнитура Sven ""AP-690MV"", с регулятором громкости";"12115";"0000000000000";"650";"2";"1";"шт"
"0102006 бумага LOMOND (A4, 170гр, 100л) Photo Матовая/Матовая";"12116";"0000000000000";"550";"2";"1";"шт"
"Привод DVD±RW 8x8x8xDVD/24x24x24xCD LITE-ON ""eBAU108-01"", внешн., черный (USB2.0)";"12117";"0000000000000";"1980";"2";"1";"шт"
"Ноутбук Lenovo ""IdeaPad 110-15IBR"" 80T700C3RK (Celeron N3060-1.60ГГц, 4ГБ, 500ГБ, HDG, LAN, WiFi, BT";"12118";"0000000000000";"21900";"2";"1";"шт"
"Формирование и отправка письма в ФНС";"12119";"0000000000000";"150";"1";"1";"шт"
"Коммутатор MikroTik mAP";"12120";"0000000000000";"1900";"2";"1";"шт"
"замена процессора ";"12121";"0000000000000";"";"1";"1";"шт"
"Кулер для процессора Socket775/115x/AM2/AM3/FM1 Zalman ""CNPS5X Performa""";"12122";"0000000000000";"1300";"2";"1";"шт"
"Беспроводной маршрутизатор TP-Link ""TL-WR840N ver.4.0"" WiFi 300Мбит/сек. + 4 порта LAN 100Мбит/сек.";"12124";"0000000000000";"1350";"2";"1";"шт"
"Блок питания 500Вт Navan ""NKS-500W"" ATX12V V2.3 (20/24+4+6pin, вентилятор d120мм + кабель питания E";"12125";"0000000000000";"1300";"2";"1";"шт"
"Источник бесперебойного питания 600ВА FSP ""ALP 600"" PPF3601501, черный";"12126";"0000000000000";"2900";"2";"1";"шт"
"Коммутатор Cloud Router Switch Mikrotik CRS112-8G-4S-IN (RouterOS L5)";"12127";"0000000000000";"9880";"2";"1";"шт"
"Картридж Samsung ""MLT-D111S(черный) ";"12128";"0000000000000";"1200";"2";"1";"шт"
"Неисключительные права использования Microsoft Windows 7 Professional GGK Рус. 32bit/64bit OEI Бессрочно";"12129";"0000000000000";"13600";"2";"1";"шт"
"Кулер для процессора Socket775/115x/AM2/AM3/FM1/FM2 ID-Cooling ""DK 01T""";"12130";"0000000000000";"380";"2";"1";"шт"
"Модуль памяти 4ГБ DDR4 SDRAM Apacer ""AU04GGB24CETBGH"" (PC19200, 2400МГц, CL17)";"12131";"0000000000000";"3250";"2";"1";"шт"
"Сумка для ноутбука Defender Tower 15''-16"" черный, 2 кармана на молнии";"12132";"0000000000000";"890";"2";"1";"шт"
"Модуль памяти 8ГБ DDR4 SDRAM Crucial ""CT8G4DFD824A"" (PC19200, 2400МГц, CL17)";"12133";"0000000000000";"6050";"2";"1";"шт"
"Процессор Intel ""Pentium G4500"" (3.50ГГц, 2x256КБ+3МБ, EM64T, GPU) Socket1151 (Box)";"12134";"0000000000000";"4830";"2";"1";"шт"
"Мат. плата Socket1151 MSI ""H110M PRO-VD PLUS"" (iH110, 2xDDR4, SATA III, PCI-E, D-Sub, DVI, 1Гбит LAN";"12135";"0000000000000";"3490";"2";"1";"шт"
"Модуль памяти 4ГБ DDR4 SDRAM GOODRAM ""GR2133D464L15S/4G"" (PC17000, 2133МГц, CL15)";"12136";"0000000000000";"3600";"2";"1";"шт"
"Корпус Miditower Winard ""Benco 3067С"", ATX, черный (450Вт)";"12137";"0000000000000";"1790";"2";"1";"шт"
"ЖК-монитор 21.5"" Acer ""EB222Qb"" 1920x1080, 5мс, черный (D-Sub";"12138";"0000000000000";"6500";"2";"1";"шт"
"Диск CD-R 700МБ 52x Verbatim 80min пласт.коробка, на шпинделе (25шт./уп.)";"12139";"0000000000000";"625";"2";"1";"шт"
"Конверты для CD Курт ""Kurt Strip"" 201070.25 (25шт./уп.), бумажные, белый";"12140";"0000000000000";"100";"2";"1";"упак"
"Разветвитель 10 портов USB2.0 5bites ""HB210-205PBK"", внешн., с блоком питания";"12141";"0000000000000";"780";"2";"1";"шт"
"Системный блок МК-1117И(3,5 Ggz, 4Gb, 500 Gb HDD)";"12142";"0000000000000";"14905";"2";"1";"шт"
"ЖК-монитор 21.5"" Philips ""223V5LSB2/62"" 1920x1080, 5мс, черный (D-Sub)";"12143";"0000000000000";"6473";"2";"1";"шт"
"Цветная печать на принтере (лист.)";"12144";"0000000000000";"20";"1";"1";"шт"
"Манипулятор ""мышь"" Gembird ""MUSOPTI8-801U"", оптич.,
2кн.+скр., черный (USB)";"12145";"0000000000000";"250";"2";"1";"шт"
"Клавиатура Sven ""Standard 301"", 104+1кн., водостойкая, черный (PS/2) в сфере ИКТ";"12146";"0000000000000";"450";"2";"1";"шт"
"картиридж CANON 725";"12147";"0000000000000";"590";"2";"1";"шт"
"Маршрутизатор TP-LINK TL-MR3020";"12148";"0000000000000";"1490";"2";"1";"шт"
"Картридж NVP совместимый HP CF218A (БЕЗ ЧИПА)";"12149";"0000000000000";"1990";"2";"1";"шт"
"Системный блок Инфоникс Office+(i38G1Tb1151H110)";"12150";"0000000000000";"39300";"2";"1";"шт"
"Жесткий диск  250ГБ Maxtor ""MaXLine III 7L250S0"" 7200об./мин., 16МБ (SATA)";"12151";"0000000000000";"1500";"2";"1";"шт"
"Удлинитель USB2.0 HIPER, с ферритовыми кольцами (1.8м)";"12152";"0000000000000";"150";"2";"1";"шт"
"Оптическая мышь Gembird ""MUSOPTI9-904U"", 2кн.+скр., черный (USB)";"12153";"0000000000000";"250";"2";"1";"шт"
"Корпус Miditower IN-WIN ""EAR-023"", ATX, черный (500Вт)";"12154";"0000000000000";"4500";"2";"1";"шт"
"Мат. плата Socket1151 GIGABYTE ""GA-H110M-H"" (iH110, 2xDDR4, SATA III, PCI-E, D-Sub, HDMI, SB, 1Гбит";"12155";"0000000000000";"3250";"2";"1";"шт"
"Диск DVD-RW 4.7ГБ 4x Verbatim 43635 Slim (3шт./уп.)";"12156";"0000000000000";"70";"2";"1";"шт"
"Удлинитель USB2.0 5bites ""UC5011-018A"", позолоченные контакты, с ферритовыми кольцами (1.8м)";"12157";"0000000000000";"150";"2";"1";"шт"
"Карта памяти 16ГБ SanDisk ""Ultra SDSQUNS-016G-GN3MA"" microSD HC UHS-I Class10 + адаптер";"12158";"0000000000000";"490";"2";"1";"шт"
"Наушники Sven ""SEB-101""";"12159";"0000000000000";"100";"2";"1";"шт"
"Установка дополнительного обьема оперативной памяти  2ГБ";"12160";"0000000000000";"1890";"1";"1";"шт"
"Ноутбук HP ""17-bs036ur"" 2FQ82EA (Core i3 6006U-2.00ГГц, 4ГБ, 500ГБ, HDG, DVD±RW, LAN, WiFi, BT, WebCam, 17.3"" 1600x900, FreeDOS), черный";"12161";"0000000000000";"34950";"2";"1";"шт"
"1С 8 Бухгалтерия Базовая";"12162";"0000000000000";"4900";"1";"1";"шт"
"1С 8 ЗиУП Базовая";"12163";"0000000000000";"7600";"1";"1";"шт"
"Права на использование Office Home and Business 2016 Win AllLng
PKLic Onln CEE Only C2R NR";"12164";"0000000000000";"12800";"2";"1";"шт"
"Жесткий диск 500ГБ Toshiba ""P300"" HDWD105UZSVA, 7200об/мин., 64МБ (SATA III)";"12165";"0000000000000";"3230";"2";"1";"шт"
"Блок питания 450Вт Navan ""NKS-450W"" ATX12V V2.3 (20/24+4+6pin, вентилятор d120мм) + кабель питания EURO (1.2м)";"12166";"0000000000000";"1280";"2";"1";"шт"
"Оптическая мышь Gembird ""MUSOPTI9-905U"", 2кн.+скр., черный (USB)";"12167";"0000000000000";"250";"2";"1";"шт"
"Заправка картриджа  Canon FX-10";"12168";"0000000000000";"350";"1";"1";"шт"
"Замена магнитного вала";"12169";"0000000000000";"240";"1";"1";"шт"
"Жесткий диск 1000ГБ Toshiba ""P300"" HDWD110UZSVA, 7200об/мин., 64МБ (SATA III)	(oem)";"12170";"0000000000000";"3430";"2";"1";"шт"
"МФУ HP ""LaserJet Pro MFP M227sdn"" A4, лазерный, принтер + сканер + копир, ЖК, белый (USB2.0, LAN)";"12171";"0000000000000";"18230";"2";"1";"шт"
"ИБП (UPS) 600ВА FSP ""ALP 600"" PPF3601501, черный";"12172";"0000000000000";"2990";"2";"1";"шт"
"ЖК-монитор 21.5"" AOC ""E2270SWN"" 1920x1080, 5мс, черный (D-Sub)	 ";"12173";"0000000000000";"6390";"2";"1";"шт"
"Клавиатура Gembird ""KB-8320U-BL"", 104кн., черный (USB)";"12174";"0000000000000";"340";"2";"1";"шт"
"Картридж NVP совместимый HP CF230A (БЕЗ ЧИПА) ";"12175";"0000000000000";"2590";"2";"1";"шт"
"Замена матрицы ноутбука";"12176";"0000000000000";"1000";"1";"1";"шт"
"Механизм подачи бумаги";"12177";"0000000000000";"2000";"2";"1";"шт"
"USB 2.0 для RJ45 сети Lan Ethernet адаптер ";"12178";"0000000000000";"250";"2";"1";"шт"
"Автомобильный  AUX 3,5 мм -> USB 2.0 конвертер-кабель";"12179";"0000000000000";"55";"2";"1";"шт"
"4 в 1 Card Reader USB для чтения карт памяти";"12180";"0000000000000";"230";"2";"1";"шт"
"""Мини-гамбургер"" колонки-усилитель для iPod iPad ноутбук iPhone планшет";"12181";"0000000000000";"289";"2";"1";"шт"
"USB тип C кабель синхронизации данных";"12182";"0000000000000";"175";"2";"1";"шт"
"Кабель USB2.0 соединительный USB A-miniB Flextron ""CU2-AMminiB-0.9-01-P2"", 28+26AWG, позолоченные ко";"12183";"0000000000000";"150";"2";"1";"шт"
"Кабель USB2.0 соединительный USB A-miniB Flextron ""CU2-AMMB-0.25-01-P2"", медь 28+26AWG, позолоченные";"12184";"0000000000000";"130";"2";"1";"шт"
"Кабель HDMI2.0 Telecom ""TCG200F"", с ферритовыми кольцами (2.0м)";"12185";"0000000000000";"250";"2";"1";"шт"
"Кабель HDMI2.0 Telecom ""TCG200F"", с ферритовыми кольцами (3.0м)";"12186";"0000000000000";"300";"2";"1";"шт"
"Жесткий диск (HDD) 500ГБ Seagate ""Barracuda 7200.11 ST3500320AS"" 7200об./мин., 32МБ (SATA II)";"12187";"0000000000000";"2200";"2";"1";"шт"
"Кабель USB2.0 соединительный USB A-microB Defender ""USB08-03BH"" 87477 (1.0м)";"12188";"0000000000000";"100";"2";"1";"шт"
"Модуль памяти 8ГБ DDR4 SDRAM Crucial ""CT8G4DFS824A"" (PC19200, 2400МГц, CL17)";"12189";"0000000000000";"6100";"2";"1";"шт"
"Модуль памяти 8ГБ DDR4 SDRAM Micron ""Ballistix Sport"" BLS8G4D26BFSEK (PC21300, 2666МГц, CL16)";"12190";"0000000000000";"6340";"2";"1";"шт"
"Ноутбук HP ""17-bs036ur"" 2FQ82EA (Core i3 6006U-2.00ГГц, 4ГБ, 500ГБ, HDG, DVD±RW, LAN, WiFi, BT, WebC";"12191";"0000000000000";"34000";"2";"1";"шт"
"МФУ HP ""LaserJet Pro MFP M132a"" A4, лазерный, принтер + сканер + копир, ЖК, белый (USB2.0)";"12192";"0000000000000";"11600";"2";"1";"шт"
